index	01.02.2020	01.03.2020	02.02.2020	02.03.2020	03.02.2020	03.03.2020	04.02.2020	04.03.2020	05.02.2020	05.03.2020	06.02.2020	06.03.2020	07.02.2020	07.03.2020	08.02.2020	08.03.2020	09.02.2020	09.03.2020	10.02.2020	10.03.2020	11.02.2020	11.03.2020	12.02.2020	12.03.2020	13.02.2020	13.03.2020	14.02.2020	14.03.2020	15.02.2020	15.03.2020	16.02.2020	16.03.2020	17.02.2020	17.03.2020	18.01.2020	18.02.2020	18.03.2020	18.03.2020-19.03.2020	19.01.2020	19.02.2020	19.03.2020	20.01.2020	20.02.2020	20.03.2020	21.01.2020	21.02.2020	21.03.2020	22.01.2020	22.02.2020	22.03.2020	23.01.2020	23.02.2020	23.03.2020	24.01.2020	24.02.2020	24.03.2020	25.01.2020	25.02.2020	25.02.2020 - 26.02.2020	25.03.2020	26.01.2020	26.02.2020	26.03.2020	27.01.2020	27.02.2020	27.03.2020	28.01.2020	28.02.2020	28.03.2020	29.01.2020	29.02.2020	29.03.2020	30.01.2020	31.01.2020
Monroe County, Florida, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False
Monroe County, Georgia, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Illinois, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Michigan, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Mississippi, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Monroe County, New York, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Pennsylvania, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Tennessee, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Monroe County, Wisconsin, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Montcalm County, Michigan, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
Monterey County, California, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
Montezuma County, Colorado, United States	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False
